1/1/2006 0:00,Regular,2.314
1/1/2006 0:00,Midgrade,2.457
1/1/2006 0:00,Premium,2.546
1/1/2006 0:00,Diesel,2.568
2/1/2006 0:00,Regular,2.285
2/1/2006 0:00,Midgrade,2.427
2/1/2006 0:00,Premium,2.515
2/1/2006 0:00,Diesel,2.568
3/1/2006 0:00,Regular,2.418
3/1/2006 0:00,Midgrade,2.567
3/1/2006 0:00,Premium,2.66
3/1/2006 0:00,Diesel,2.629
4/1/2006 0:00,Regular,2.77
4/1/2006 0:00,Midgrade,2.94
4/1/2006 0:00,Premium,3.047
4/1/2006 0:00,Diesel,2.812
5/1/2006 0:00,Regular,2.892
5/1/2006 0:00,Midgrade,3.07
5/1/2006 0:00,Premium,3.181
5/1/2006 0:00,Diesel,2.96
6/1/2006 0:00,Regular,2.873
6/1/2006 0:00,Midgrade,3.05
6/1/2006 0:00,Premium,3.16
6/1/2006 0:00,Diesel,2.959
7/1/2006 0:00,Regular,2.973
7/1/2006 0:00,Midgrade,3.156
7/1/2006 0:00,Premium,3.27
7/1/2006 0:00,Diesel,2.997
8/1/2006 0:00,Regular,2.952
8/1/2006 0:00,Midgrade,3.133
8/1/2006 0:00,Premium,3.247
8/1/2006 0:00,Diesel,3.1
9/1/2006 0:00,Regular,2.533
9/1/2006 0:00,Midgrade,2.689
9/1/2006 0:00,Premium,2.786
9/1/2006 0:00,Diesel,2.878
10/1/2006 0:00,Regular,2.239
10/1/2006 0:00,Midgrade,2.377
10/1/2006 0:00,Premium,2.463
10/1/2006 0:00,Diesel,2.62
11/1/2006 0:00,Regular,2.226
11/1/2006 0:00,Midgrade,2.363
11/1/2006 0:00,Premium,2.449
11/1/2006 0:00,Diesel,2.628
12/1/2006 0:00,Regular,2.309
12/1/2006 0:00,Midgrade,2.451
12/1/2006 0:00,Premium,2.54
12/1/2006 0:00,Diesel,2.694
1/1/2007 0:00,Regular,2.225
1/1/2007 0:00,Midgrade,2.361
1/1/2007 0:00,Premium,2.447
1/1/2007 0:00,Diesel,2.595
2/1/2007 0:00,Regular,2.254
2/1/2007 0:00,Midgrade,2.393
2/1/2007 0:00,Premium,2.48
2/1/2007 0:00,Diesel,2.574
3/1/2007 0:00,Regular,2.551
3/1/2007 0:00,Midgrade,2.708
3/1/2007 0:00,Premium,2.806
3/1/2007 0:00,Diesel,2.736
4/1/2007 0:00,Regular,2.829
4/1/2007 0:00,Midgrade,3.003
4/1/2007 0:00,Premium,3.112
4/1/2007 0:00,Diesel,2.912
5/1/2007 0:00,Regular,3.118
5/1/2007 0:00,Midgrade,3.31
5/1/2007 0:00,Premium,3.431
5/1/2007 0:00,Diesel,2.913
6/1/2007 0:00,Regular,3.043
6/1/2007 0:00,Midgrade,3.23
6/1/2007 0:00,Premium,3.348
6/1/2007 0:00,Diesel,2.902
7/1/2007 0:00,Regular,2.97
7/1/2007 0:00,Midgrade,3.153
7/1/2007 0:00,Premium,3.267
7/1/2007 0:00,Diesel,2.939
8/1/2007 0:00,Regular,2.787
8/1/2007 0:00,Midgrade,2.959
8/1/2007 0:00,Premium,3.066
8/1/2007 0:00,Diesel,2.937
9/1/2007 0:00,Regular,2.802
9/1/2007 0:00,Midgrade,2.975
9/1/2007 0:00,Premium,3.083
9/1/2007 0:00,Diesel,3.003
10/1/2007 0:00,Regular,2.802
10/1/2007 0:00,Midgrade,2.975
10/1/2007 0:00,Premium,3.083
10/1/2007 0:00,Diesel,3.127
11/1/2007 0:00,Regular,3.073
11/1/2007 0:00,Midgrade,3.263
11/1/2007 0:00,Premium,3.381
11/1/2007 0:00,Diesel,3.431
12/1/2007 0:00,Regular,3.005
12/1/2007 0:00,Midgrade,3.191
12/1/2007 0:00,Premium,3.306
12/1/2007 0:00,Diesel,3.427
1/1/2008 0:00,Regular,3.041
1/1/2008 0:00,Midgrade,3.229
1/1/2008 0:00,Premium,3.346
1/1/2008 0:00,Diesel,3.414
2/1/2008 0:00,Regular,3.034
2/1/2008 0:00,Midgrade,3.222
2/1/2008 0:00,Premium,3.339
2/1/2008 0:00,Diesel,3.458
3/1/2008 0:00,Regular,3.247
3/1/2008 0:00,Midgrade,3.448
3/1/2008 0:00,Premium,3.573
3/1/2008 0:00,Diesel,3.919
4/1/2008 0:00,Regular,3.446
4/1/2008 0:00,Midgrade,3.659
4/1/2008 0:00,Premium,3.791
4/1/2008 0:00,Diesel,4.137
5/1/2008 0:00,Regular,3.787
5/1/2008 0:00,Midgrade,4.021
5/1/2008 0:00,Premium,4.166
5/1/2008 0:00,Diesel,4.5
6/1/2008 0:00,Regular,4.05
6/1/2008 0:00,Midgrade,4.3
6/1/2008 0:00,Premium,4.455
6/1/2008 0:00,Diesel,4.778
5/1/2009 0:00,Diesel,2.297
7/1/2008 0:00,Regular,4.056
7/1/2008 0:00,Midgrade,4.287
7/1/2008 0:00,Premium,4.436
7/1/2008 0:00,Diesel,4.789
8/1/2008 0:00,Regular,3.76
8/1/2008 0:00,Midgrade,3.921
8/1/2008 0:00,Premium,4.039
8/1/2008 0:00,Diesel,4.435
9/1/2008 0:00,Regular,3.714
9/1/2008 0:00,Midgrade,3.873
9/1/2008 0:00,Premium,3.99
9/1/2008 0:00,Diesel,4.169
10/1/2008 0:00,Regular,3.053
10/1/2008 0:00,Midgrade,3.184
10/1/2008 0:00,Premium,3.28
10/1/2008 0:00,Diesel,3.721
11/1/2008 0:00,Regular,2.098
11/1/2008 0:00,Midgrade,2.193
11/1/2008 0:00,Premium,2.26
11/1/2008 0:00,Diesel,2.988
12/1/2008 0:00,Regular,1.68
12/1/2008 0:00,Midgrade,1.784
12/1/2008 0:00,Premium,1.847
12/1/2008 0:00,Diesel,2.553
1/1/2009 0:00,Regular,1.795
1/1/2009 0:00,Midgrade,1.907
1/1/2009 0:00,Premium,1.974
1/1/2009 0:00,Diesel,2.414
2/1/2009 0:00,Regular,1.924
2/1/2009 0:00,Midgrade,2.043
2/1/2009 0:00,Premium,2.115
2/1/2009 0:00,Diesel,2.315
3/1/2009 0:00,Regular,1.96
3/1/2009 0:00,Midgrade,2.081
3/1/2009 0:00,Premium,2.155
3/1/2009 0:00,Diesel,2.182
4/1/2009 0:00,Regular,2.051
4/1/2009 0:00,Midgrade,2.178
4/1/2009 0:00,Premium,2.255
4/1/2009 0:00,Diesel,2.269
5/1/2009 0:00,Regular,2.299
5/1/2009 0:00,Midgrade,2.441
5/1/2009 0:00,Premium,2.528
6/1/2009 0:00,Regular,2.642
6/1/2009 0:00,Midgrade,2.805
6/1/2009 0:00,Premium,2.906
6/1/2009 0:00,Diesel,2.572
7/1/2009 0:00,Regular,2.528
7/1/2009 0:00,Midgrade,2.684
7/1/2009 0:00,Premium,2.78
7/1/2009 0:00,Diesel,2.574
8/1/2009 0:00,Regular,2.62
8/1/2009 0:00,Midgrade,2.782
8/1/2009 0:00,Premium,2.881
8/1/2009 0:00,Diesel,2.667
9/1/2009 0:00,Regular,2.551
9/1/2009 0:00,Midgrade,2.709
9/1/2009 0:00,Premium,2.806
9/1/2009 0:00,Diesel,2.664
10/1/2009 0:00,Regular,2.557
10/1/2009 0:00,Midgrade,2.715
10/1/2009 0:00,Premium,2.812
10/1/2009 0:00,Diesel,2.706
11/1/2009 0:00,Regular,2.648
11/1/2009 0:00,Midgrade,2.812
11/1/2009 0:00,Premium,2.913
11/1/2009 0:00,Diesel,2.824
12/1/2009 0:00,Regular,2.611
12/1/2009 0:00,Midgrade,2.773
12/1/2009 0:00,Premium,2.872
12/1/2009 0:00,Diesel,2.801
1/1/2010 0:00,Regular,2.714
1/1/2010 0:00,Midgrade,2.882
1/1/2010 0:00,Premium,2.985
1/1/2010 0:00,Diesel,2.887
2/1/2010 0:00,Regular,2.651
2/1/2010 0:00,Midgrade,2.816
2/1/2010 0:00,Premium,2.917
2/1/2010 0:00,Diesel,2.844
3/1/2010 0:00,Regular,2.781
3/1/2010 0:00,Midgrade,2.953
3/1/2010 0:00,Premium,3.06
3/1/2010 0:00,Diesel,2.922
4/1/2010 0:00,Regular,2.855
4/1/2010 0:00,Midgrade,3.031
4/1/2010 0:00,Premium,3.14
4/1/2010 0:00,Diesel,3.047
5/1/2010 0:00,Regular,2.844
5/1/2010 0:00,Midgrade,3.019
5/1/2010 0:00,Premium,3.128
5/1/2010 0:00,Diesel,3.081
6/1/2010 0:00,Regular,2.727
6/1/2010 0:00,Midgrade,2.895
6/1/2010 0:00,Premium,3
6/1/2010 0:00,Diesel,2.979
7/1/2010 0:00,Regular,2.727
7/1/2010 0:00,Midgrade,2.895
7/1/2010 0:00,Premium,2.999
7/1/2010 0:00,Diesel,2.954
8/1/2010 0:00,Regular,2.732
8/1/2010 0:00,Midgrade,2.9
8/1/2010 0:00,Premium,3.005
8/1/2010 0:00,Diesel,2.974
9/1/2010 0:00,Regular,2.703
9/1/2010 0:00,Midgrade,2.869
9/1/2010 0:00,Premium,2.973
9/1/2010 0:00,Diesel,2.963
10/1/2010 0:00,Regular,2.799
10/1/2010 0:00,Midgrade,2.972
10/1/2010 0:00,Premium,3.079
10/1/2010 0:00,Diesel,3.077
11/1/2010 0:00,Regular,2.861
11/1/2010 0:00,Midgrade,3.038
11/1/2010 0:00,Premium,3.147
11/1/2010 0:00,Diesel,3.163
12/1/2010 0:00,Regular,2.991
12/1/2010 0:00,Midgrade,3.177
12/1/2010 0:00,Premium,3.291
12/1/2010 0:00,Diesel,3.257
1/1/2011 0:00,Regular,3.096
1/1/2011 0:00,Midgrade,3.288
1/1/2011 0:00,Premium,3.406
1/1/2011 0:00,Diesel,3.379
2/1/2011 0:00,Regular,3.177
2/1/2011 0:00,Midgrade,3.309
2/1/2011 0:00,Premium,3.439
2/1/2011 0:00,Diesel,3.552
3/1/2011 0:00,Regular,3.54
3/1/2011 0:00,Midgrade,3.674
3/1/2011 0:00,Premium,3.805
3/1/2011 0:00,Diesel,3.913
4/1/2011 0:00,Regular,3.805
4/1/2011 0:00,Midgrade,3.941
4/1/2011 0:00,Premium,4.069
4/1/2011 0:00,Diesel,4.094
5/1/2011 0:00,Regular,3.902
5/1/2011 0:00,Midgrade,4.043
5/1/2011 0:00,Premium,4.17
5/1/2011 0:00,Diesel,4.098
6/1/2011 0:00,Regular,3.67
6/1/2011 0:00,Midgrade,3.81
6/1/2011 0:00,Premium,3.94
6/1/2011 0:00,Diesel,3.969
7/1/2011 0:00,Regular,3.654
7/1/2011 0:00,Midgrade,3.779
7/1/2011 0:00,Premium,3.906
7/1/2011 0:00,Diesel,3.933
8/1/2011 0:00,Regular,3.619
8/1/2011 0:00,Midgrade,3.747
8/1/2011 0:00,Premium,3.875
8/1/2011 0:00,Diesel,3.907
9/1/2011 0:00,Regular,3.585
9/1/2011 0:00,Midgrade,3.724
9/1/2011 0:00,Premium,3.853
9/1/2011 0:00,Diesel,3.887
10/1/2011 0:00,Regular,3.434
10/1/2011 0:00,Midgrade,3.575
10/1/2011 0:00,Premium,3.707
10/1/2011 0:00,Diesel,3.83
11/1/2011 0:00,Regular,3.375
11/1/2011 0:00,Midgrade,3.521
11/1/2011 0:00,Premium,3.655
11/1/2011 0:00,Diesel,3.95
12/1/2011 0:00,Regular,3.256
12/1/2011 0:00,Midgrade,3.4
12/1/2011 0:00,Premium,3.536
12/1/2011 0:00,Diesel,3.875
1/1/2012 0:00,Regular,3.376
1/1/2012 0:00,Midgrade,3.51
1/1/2012 0:00,Premium,3.647
1/1/2012 0:00,Diesel,3.86
2/1/2012 0:00,Regular,3.559
2/1/2012 0:00,Midgrade,3.691
2/1/2012 0:00,Premium,3.825
2/1/2012 0:00,Diesel,3.945
3/1/2012 0:00,Regular,3.835
3/1/2012 0:00,Midgrade,3.978
3/1/2012 0:00,Premium,4.11
3/1/2012 0:00,Diesel,4.125
4/1/2012 0:00,Regular,3.886
4/1/2012 0:00,Midgrade,4.024
4/1/2012 0:00,Premium,4.157
4/1/2012 0:00,Diesel,4.137
5/1/2012 0:00,Regular,3.711
5/1/2012 0:00,Midgrade,3.871
5/1/2012 0:00,Premium,4.009
5/1/2012 0:00,Diesel,4.017
6/1/2012 0:00,Regular,3.489
6/1/2012 0:00,Midgrade,3.654
6/1/2012 0:00,Premium,3.789
6/1/2012 0:00,Diesel,3.782
7/1/2012 0:00,Regular,3.356
7/1/2012 0:00,Midgrade,3.513
7/1/2012 0:00,Premium,3.648
7/1/2012 0:00,Diesel,3.664